id,Sex,Length,Diameter,Height,Weight,Shucked Weight,Viscera Weight,Shell Weight,Age
16268,I,0.9875,0.725,0.225,8.17883075,3.912231,1.80019325,2.16873675,7
16269,I,0.8,0.5875,0.2125,4.6209685,2.05533875,1.1056305,1.5592225,6
16270,F,1.55,1.2125,0.4125,31.808139,14.67086625,6.56290925,8.9300925,11
16271,M,1.0375,0.7625,0.325,9.07184,3.69960975,1.7293195,3.5436875,11
16272,F,1.65,1.3125,0.5,46.67745175,23.96950225,11.963489,11.3681495,10
16273,F,1.4375,1.125,0.375,26.09571475,10.44679075,5.8683465,6.520385,10
16274,M,1.5625,1.2125,0.4,29.880373,12.40290625,5.8116475,9.07184,10
16275,F,1.7125,1.325,0.4125,38.79629075,16.3009625,8.80251975,11.623295,13
16276,I,0.5375,0.375,0.0625,1.09145575,0.46776675,0.1417475,0.4252425,7
16277,F,1.325,1.05,0.35,21.1203775,7.3425205,4.5075705,8.0796075,12
16278,F,1.025,0.775,0.3125,8.20718025,3.75630875,1.70097,2.1262125,12
16279,I,1.4375,1.125,0.375,24.6357155,12.1619355,5.726599,6.80388,10
16280,I,0.825,0.625,0.1875,5.273007,2.67902775,1.26155275,1.7860185,6
16281,I,1.2375,1,0.375,18.83824275,5.953395,4.139027,5.953395,13
16282,F,1.5,1.125,0.4125,24.13959925,9.90815025,4.86193925,7.711064,9
16283,I,1.0375,0.775,0.2625,11.8217415,4.7343665,2.67902775,3.2601925,7
16284,I,0.9,0.6625,0.2125,5.613201,2.11203775,1.3891255,1.99863975,6
16285,I,1.2875,0.875,0.2875,13.45183775,6.0384435,3.4869885,3.61456125,8
16286,I,1.3125,1.0125,0.3125,15.87572,7.15824875,3.345241,4.9611625,10
16287,I,0.875,0.6625,0.225,5.82582225,2.48058125,1.11980525,1.5592225,6
16288,I,1.125,0.8625,0.3125,12.6722265,5.54232725,2.67902775,3.2601925,8
16289,I,0.6,0.4875,0.125,1.45999925,0.7654365,0.38271825,0.56699,5
16290,F,1.75,1.35,0.5,49.32813,18.313777,11.5382465,17.7184375,13
16291,M,1.425,1.125,0.35,24.56484175,10.47514025,4.819415,7.2291225,11
16292,M,1.4,1.1,0.375,26.988724,12.74310025,5.1879585,7.93786,8
16293,I,0.85,0.65,0.2,5.10291,2.26796,1.09145575,1.5592225,7
16294,F,1.375,1.1,0.3125,31.79396425,15.97494325,6.25106475,7.5126175,10
16295,M,1.4375,1.125,0.35,24.6924145,12.99824575,5.9817445,6.56290925,10
16296,F,1.325,1.025,0.325,22.452804,9.1001895,3.72795925,6.23689,10
16297,M,1.4,1.125,0.4375,24.9192105,7.257472,5.046211,8.0796075,9
16298,F,1.5625,1.2,0.4125,31.56716825,14.628342,7.427569,8.788345,11
16299,F,1.4875,1.3,0.425,38.22930075,14.288148,7.66853975,11.056305,12
16300,F,1.525,1.15,0.4,34.5013415,14.33067225,7.24329725,10.489315,10
16301,I,0.4375,0.3625,0,1.077281,0.46776675,0.18427175,0.2551455,4
16302,F,1.25,0.9625,0.3,17.7184375,6.81805475,3.64291075,5.5281525,14
16303,I,1.075,0.8375,0.2625,10.716111,5.329706,2.22543575,2.551455,10
16304,I,1.55,1.1875,0.375,27.499015,11.92096475,5.2446575,9.02931575,18
16305,M,1.5625,1.2375,0.5125,36.32988425,12.40290625,7.200773,11.056305,22
16306,F,1.675,1.2625,0.5,36.173962,11.8784405,9.17106325,12.8990225,16
16307,M,1.125,0.9,0.325,13.93377925,5.839997,2.84912475,4.35164825,11
16308,I,1.1875,0.9,0.225,11.77921725,5.499803,2.25378525,2.778251,9
16309,F,1.1,0.8625,0.25,10.375917,3.458639,2.56562975,3.40194,10
16310,I,1.375,1.0375,0.3625,19.17843675,8.221355,4.479221,6.23689,12
16311,I,1.075,0.775,0.2625,9.015141,4.32329875,1.417475,2.83495,12
16312,M,1.625,1.2625,0.375,38.68289275,15.57805025,8.391452,10.20582,11
16313,F,1.6,1.2625,0.4375,40.596484,17.98775775,8.57572375,12.190285,13
16314,I,0.9,0.675,0.2125,5.34388075,2.02698925,1.13398,1.5592225,7
16315,M,1.65,1.25,0.3875,41.4753185,18.653971,9.68135425,9.922325,9
16316,F,1.6,1.2625,0.475,48.931237,15.03940975,11.49572225,12.8990225,17
16317,F,1.3875,1.05,0.4,21.432222,7.78193775,4.9044635,6.690482,10
16318,F,1.35,1.05,0.2875,17.2648455,6.860579,3.572037,5.10291,10
16319,I,0.7,0.5125,0.1375,3.21766825,1.2757275,0.77961125,0.94970825,5
16320,F,1.5625,1.275,0.45,34.9549335,16.782904,6.80388,9.128539,19
16321,I,1.15,0.8625,0.2625,13.664459,6.19436575,2.87747425,3.96893,9
16322,I,1.075,0.8125,0.25,10.33339275,4.5075705,2.45223175,2.9766975,8
16323,F,1.6375,1.275,0.4375,37.74735925,16.045817,8.54737425,11.623295,14
16324,I,1.25,0.975,0.3125,16.9813505,7.1157245,4.15320175,4.32329875,8
16325,F,1.725,1.375,0.425,49.781722,20.19901875,8.60407325,16.44271,19
16326,I,0.8875,0.7,0.2125,6.16601625,2.7499015,1.077281,1.8427175,6
16327,I,1.2375,0.95,0.3125,16.45688475,7.427569,3.50116325,4.195726,7
16328,I,1.0125,0.75,0.225,8.23552975,3.78465825,1.54504775,2.6932025,6
16329,F,1.4,1.1125,0.375,27.22969475,11.7083435,6.42116175,7.37087,11
16330,I,1.0875,0.85,0.275,12.133586,6.5487345,2.664853,3.40194,7
16331,M,1.675,1.3125,0.5,44.22522,15.2803805,8.1930055,15.30873,16
16332,F,1.525,1.1875,0.4375,29.29920825,12.40290625,6.30776375,9.2135875,10
16333,M,1.5625,1.1875,0.375,38.00250475,18.597272,8.0229085,9.5537815,9
16334,I,1.1625,0.9,0.3,14.0330025,6.5487345,3.3735905,4.6776675,8
16335,M,1.6875,1.325,0.4875,45.91201525,20.9502805,10.33339275,13.79203175,10
16336,I,0.8375,0.625,0.225,6.1518415,2.70737725,1.14815475,1.8994165,7
16337,M,1.0375,0.8125,0.2875,11.18387775,4.9044635,2.14038725,3.231843,8
16338,I,1.3875,1.075,0.3625,20.8935815,9.99319875,4.479221,5.386405,11
16339,I,0.5375,0.45,0.1375,1.80019325,0.75126175,0.41106775,0.56699,6
16340,I,0.95,0.7125,0.2,6.7188315,3.2601925,1.14815475,1.984465,7
16341,I,1.4,1.075,0.2875,20.28406725,8.97261675,4.989512,5.85417175,8
16342,M,1.4125,1.1,0.3625,22.77882325,9.48290775,4.53592,6.7755305,9
16343,I,1,0.775,0.225,7.41339425,3.98310475,1.77184375,2.1262125,8
16344,M,1.6,1.25,0.475,37.23706825,14.78426425,8.29222875,10.3475675,12
16345,F,1.425,1.1,0.35,24.28134675,12.91319725,4.86193925,6.520385,9
16346,I,0.8125,0.5875,0.175,4.20990075,1.82854275,0.89300925,1.2757275,5
16347,I,0.5375,0.425,0.1625,1.45999925,0.737087,0.29766975,0.3685435,6
16348,I,1.175,0.8625,0.3,10.44679075,4.32329875,1.74349425,3.5436875,7
16349,I,1.2625,0.8625,0.3125,16.839603,6.0951425,3.52951275,4.53592,8
16350,F,1.4375,1.125,0.45,25.58542375,8.3064035,6.406987,6.80388,14
16351,I,1.15,0.875,0.2875,11.09882925,4.365823,2.3530085,3.16096925,7
16352,I,1.1875,0.9125,0.2875,14.3731965,6.8322295,2.9199985,4.252425,9
16353,I,1.2125,0.925,0.3,14.5432935,6.2085405,3.04757125,3.685435,7
16354,F,1.3,0.975,0.3625,17.463292,7.66853975,3.7137845,4.53592,9
16355,I,0.325,0.2375,0.0875,0.41106775,0.09922325,0.0850485,0.1417475,4
16356,M,1.45,1.1375,0.375,28.56212125,11.15552825,6.2652395,8.9300925,11
16357,M,0.6125,0.45,0.1375,2.26796,0.8788345,0.49611625,0.60951425,4
16358,M,1.25,1,0.3875,22.92057075,6.4920355,3.175144,8.3631025,12
16359,F,1.4,1.075,0.375,25.1460065,10.6310625,6.917278,7.087375,10
16360,M,1,0.8125,0.2375,8.901743,3.2601925,1.8427175,2.6932025,8
16361,F,1.5125,1.2125,0.375,31.56716825,13.380964,7.98038425,8.221355,11
16362,F,1.25,0.975,0.325,20.638436,8.94426725,3.86970675,5.273007,11
16363,I,0.675,0.4875,0.2,2.83495,0.80796075,0.66621325,0.850485,5
16364,M,1.525,1.225,0.425,28.576296,12.99824575,6.42116175,8.50485,10
16365,F,1.8,1.375,0.4125,54.941331,24.62154075,11.5382465,14.17475,9
16366,F,1.325,1.05,0.2625,20.638436,7.10154975,4.32329875,5.10291,8
16367,I,0.7375,0.55,0.175,3.005047,1.17650425,0.793786,0.9922325,5
16368,M,1.425,1.0875,0.35,22.55202725,9.695529,4.97533725,6.23689,11
16369,I,0.8125,0.6,0.1875,4.2240755,1.91359125,0.9355335,1.2757275,7
16370,F,1.625,1.2875,0.4375,35.76289425,17.8885345,9.525432,8.6465975,10
16371,I,1.2375,0.9625,0.2625,14.5999925,5.953395,2.83495,4.819415,8
16372,I,0.4875,0.3375,0.1,0.907184,0.3118445,0.18427175,0.283495,5
16373,I,0.85,0.625,0.2125,5.17378375,1.99863975,1.06310625,1.70097,7
16374,M,1.6375,1.275,0.375,33.12639075,15.15280775,6.56290925,7.93786,9
16375,M,1.5,1.175,0.4375,29.9087225,11.4815475,6.2652395,8.6465975,15
16376,F,1.35,1.0125,0.325,22.11261,7.711064,5.54232725,6.520385,10
16377,I,0.9625,0.7,0.225,7.2858215,3.01922175,1.757669,2.1262125,7
16378,F,1.3125,1,0.3125,19.85882475,8.334753,4.025629,5.386405,8
16379,M,1.8375,1.4,0.4875,55.8201655,28.22192725,12.60135275,15.025235,18
16380,M,1.0625,0.875,0.3,16.2442635,7.9095105,3.6003865,3.8271825,8
16381,I,1.1125,0.8,0.25,9.62465525,4.32329875,2.0695135,2.83495,7
16382,F,1.6,1.3125,0.5125,36.570855,10.77281,7.7961125,11.4815475,18
16383,M,1.475,1.125,0.3875,26.26581175,8.85921875,5.76912325,8.9300925,17
16384,F,1.6125,1.25,0.4125,33.40988575,14.69921575,8.68912175,9.07184,12
16385,I,0.675,0.5125,0.1625,2.891649,1.2757275,0.396893,0.963883,4
16386,F,1.5625,1.2375,0.425,36.85435,17.81766075,9.56795625,8.788345,13
16387,F,1.375,1.05,0.3875,24.6357155,8.74582075,6.3786375,6.80388,10
16388,F,1.5375,1.1875,0.425,30.43318825,13.08329425,6.4920355,8.63242275,10
16389,I,1.25,0.9375,0.3125,16.85377775,6.10931725,3.13261975,5.2446575,9
16390,M,1.7375,1.375,0.5125,53.4388075,25.401152,11.41067375,13.93377925,11
16391,M,1.475,1.1375,0.4,30.900955,10.4609655,6.27941425,10.942907,12
16392,I,0.75,0.55,0.1625,3.4302895,1.2190285,0.66621325,0.9922325,5
16393,I,1.2,0.975,0.275,15.762322,6.76135575,3.27436725,4.762716,8
16394,I,1.375,1.0375,0.3375,19.51863075,8.561549,5.0745605,5.6699,9
16395,M,1.25,0.95,0.3125,16.71203025,6.0384435,3.75630875,4.3941725,9
16396,M,1.4375,1.125,0.3875,27.21552,13.4093135,6.16601625,8.3631025,8
16397,M,1.25,0.975,0.3125,16.5277585,8.334753,3.742134,4.55009475,11
16398,F,1.325,1.025,0.35,24.777463,9.128539,5.93922025,6.23689,13
16399,I,1.225,0.9375,0.3375,17.19397175,7.5693165,3.30271675,4.479221,8
16400,M,1.5125,1.125,0.3875,30.03629525,13.42348825,6.80388,7.5126175,12
16401,I,1.1375,0.8875,0.3,12.6722265,5.57067675,2.22543575,3.5436875,8
16402,M,1.5375,1.1875,0.4,36.627554,16.6978555,8.1363065,9.7805775,13
16403,M,1.5875,1.25,0.4625,36.3157095,17.67591325,8.60407325,11.3398,13
16404,I,0.95,0.6875,0.225,6.917278,2.721552,1.4458245,2.26796,7
16405,F,1.375,1.075,0.3,23.81358,9.241937,5.03203625,5.2446575,11
16406,F,1.6625,1.3125,0.4875,42.14153175,14.92601175,10.19164525,13.891255,21
16407,M,1.475,1.2125,0.375,28.2077525,13.90542975,6.3219385,8.334753,10
16408,M,1.025,0.8375,0.275,10.33339275,3.86970675,2.1262125,3.118445,10
16409,M,1.55,1.2,0.4125,30.844256,14.061352,6.13766675,8.788345,10
16410,F,1.65,1.2625,0.4,38.20095125,17.7184375,8.0796075,9.355335,15
16411,I,0.9875,0.775,0.25,9.02931575,4.0539785,2.08368825,2.6932025,6
16412,F,1.275,1,0.325,19.447757,7.92368525,4.60679375,5.10291,7
16413,M,1.6125,1.3125,0.4125,39.405805,18.9091165,8.561549,10.44679075,11
16414,M,1.1625,0.8625,0.2875,13.84873075,5.37223025,3.0333965,4.3941725,10
16415,F,1.7375,1.375,0.4875,51.199197,21.262125,9.525432,12.06271225,10
16416,M,1.4625,1.1625,0.4125,26.535132,11.1413535,7.0023265,7.37087,9
16417,I,1.1875,0.975,0.3125,16.71203025,7.0590255,3.41611475,4.7343665,9
16418,I,0.875,0.6625,0.2125,5.85417175,2.67902775,1.077281,1.70097,6
16419,M,1.2125,0.8875,0.325,14.5432935,6.0951425,4.309124,3.685435,7
16420,I,0.6125,0.5125,0.15,2.16873675,0.963883,0.69456275,0.60951425,4
16421,F,1.55,1.25,0.4125,37.32211675,16.726205,8.674947,10.489315,10
16422,M,1.175,0.8875,0.3125,13.721158,4.74854125,2.721552,5.20213325,15
16423,I,0.6875,0.55,0.2125,3.86970675,1.871067,0.680388,1.417475,5
16424,I,1.375,1.1125,0.325,21.885814,10.035723,4.422522,5.82582225,8
16425,M,1.2,0.9375,0.3125,17.2081465,8.77417025,3.78465825,4.819415,9
16426,F,1.2125,0.825,0.325,15.09610875,7.711064,3.27436725,4.53592,8
16427,M,1.6875,1.3875,0.4375,51.95045875,26.40755925,9.015141,14.061352,10
16428,M,1.625,1.3,0.3875,35.4652245,14.75591475,8.1363065,9.4970825,11
16429,F,1.4875,1.1625,0.3875,31.6096925,14.47241975,5.443104,11.056305,10
16430,M,1.5625,1.225,0.425,33.38153625,13.99047825,8.94426725,10.0640725,13
16431,M,1.55,1.2125,0.375,32.33260475,14.8267885,6.95980225,8.6465975,11
16432,F,1.25,1.0125,0.3,21.772416,7.654365,4.63514325,7.2291225,16
16433,M,1.6125,1.3125,0.5,45.91201525,16.82542825,9.128539,13.04077,23
16434,M,1.375,1,0.35,21.885814,8.334753,4.195726,7.37087,16
16435,I,1.225,0.975,0.3375,16.71203025,6.98815175,3.40194,4.7343665,8
16436,I,1.4625,1.125,0.4,26.09571475,11.07047975,5.71242425,8.221355,11
16437,F,1.5875,1.275,0.4375,35.19590425,14.5999925,9.68135425,10.0640725,7
16438,F,1.5125,1.1875,0.4625,34.57998275,16.0174675,6.08096775,9.7805775,9
16439,F,1.6375,1.3125,0.4875,39.745999,17.179797,8.561549,9.922325,11
16440,I,1.575,1.125,0.35,31.87901275,15.80484625,6.633783,6.3786375,9
16441,M,1.3125,0.975,0.3125,18.540573,10.70193625,3.92640575,4.819415,8
16442,I,1.0125,0.75,0.2375,9.19941275,4.7343665,2.22543575,2.93417325,7
16443,M,1.5875,1.2375,0.4,32.034935,14.92601175,6.08096775,9.2135875,9
16444,M,1.4875,1.2125,0.375,28.689694,12.48795475,6.08096775,8.221355,15
16445,I,0.6,0.4375,0.1,1.99863975,0.7087375,0.4252425,0.56699,5
16446,I,1.0875,0.8125,0.2625,9.14271375,4.06815325,1.91359125,2.9766975,7
16447,M,1.6375,1.275,0.4875,40.1145425,16.386011,8.60407325,12.6155275,18
16448,F,1.5625,1.2375,0.3875,37.7331845,15.57805025,7.55514175,11.056305,27
16449,I,1.375,1.0875,0.3375,22.41027975,9.68135425,4.422522,5.0178615,8
16450,M,0.7375,0.525,0.2,2.83495,1.077281,0.737087,0.8788345,6
16451,M,1.0375,0.8625,0.2875,11.43902325,4.7910655,2.608154,3.01922175,10
16452,M,1.4125,1.1375,0.375,27.20134525,12.62970225,5.3580555,7.01650125,9
16453,M,1.6375,1.2875,0.4375,40.766581,13.4660125,9.6671795,10.20582,19
16454,F,1.5,1.15,0.4125,32.0065855,12.23280925,7.200773,9.02931575,15
16455,F,1.625,1.3,0.4375,36.117263,13.4660125,7.41339425,12.40290625,12
16456,I,1.225,0.9625,0.3375,19.3627085,9.25611175,3.69960975,4.6776675,9
16457,I,1.1625,0.8875,0.2875,12.530479,5.91087075,2.76407625,3.35941575,8
16458,M,1.075,0.85,0.35,12.587178,4.479221,2.948348,5.386405,14
16459,F,1.55,1.1625,0.4,26.1098895,9.00096625,5.17378375,10.0640725,12
16460,F,1.5,1.2,0.4125,29.993771,12.68640125,5.85417175,7.5126175,9
16461,F,1.5875,1.2,0.375,32.02076025,14.2030995,6.350288,7.654365,16
16462,I,0.8,0.625,0.225,5.0745605,2.50893075,1.077281,1.417475,5
16463,F,1.3125,1.0375,0.3375,21.55979475,7.72523875,4.77689075,7.087375,14
16464,M,1.5,1.2125,0.35,26.01066625,10.20582,5.59902625,7.37087,11
16465,M,1.5,1.15,0.3875,28.8314415,12.37455675,5.91087075,8.3064035,11
16466,M,1.475,1.125,0.3625,27.62658775,13.25339125,5.8683465,7.3425205,10
16467,M,1.4625,1.15,0.325,26.7902775,13.721158,5.99591925,6.0384435,9
16468,I,1.45,1.1125,0.45,24.720764,11.623295,5.14543425,6.3786375,8
16469,M,1.725,1.3125,0.475,42.354153,20.9502805,8.83086925,11.1980525,10
16470,F,1.1,0.8625,0.3375,12.6722265,6.3219385,2.9199985,3.685435,7
16471,M,1.3,0.9625,0.3125,19.901349,8.46232575,3.8838815,4.9611625,10
16472,I,1.075,0.8125,0.2625,10.716111,4.46504625,2.22543575,2.9766975,8
16473,I,1.6375,1.3125,0.4375,43.95589975,20.68096025,8.2497045,11.3398,14
16474,M,1.5625,1.225,0.4125,33.92017675,15.2803805,7.6260155,9.4970825,10
16475,I,1.3125,1.075,0.35,19.85882475,9.82310175,3.98310475,5.159609,8
16476,M,1.2875,1,0.3125,17.7751365,8.9300925,3.72795925,5.2446575,9
16477,M,1.525,1.125,0.3625,24.73493875,10.30504325,5.386405,8.0796075,11
16478,M,1.4125,1.1,0.35,26.09571475,10.8011595,6.59125875,7.2291225,10
16479,M,0.9625,0.725,0.25,8.00873375,3.44446425,1.80019325,2.33883375,9
16480,M,1.45,1.1625,0.3625,27.1871705,11.63746975,5.85417175,7.5126175,10
16481,M,1.1625,0.875,0.35,14.67086625,5.91087075,2.9766975,5.2446575,9
16482,F,1.325,1.0625,0.3625,19.220961,6.4920355,3.7137845,6.23689,14
16483,M,1.3,1.025,0.3625,18.78154375,8.97261675,4.8477645,5.953395,8
16484,M,1.3375,1.025,0.4125,21.55979475,8.15048125,5.3013565,6.80388,10
16485,I,0.9,0.625,0.225,5.88252125,2.778251,1.1056305,1.757669,6
16486,M,1.5125,1.1875,0.45,31.75144,13.4660125,5.556502,9.7805775,20
16487,I,1.2125,0.9,0.325,12.417081,5.556502,2.8066005,3.2601925,8
16488,M,1.3125,1.075,0.35,23.28911425,9.62465525,4.706017,7.2291225,10
16489,M,1.75,1.275,0.45,41.23434775,17.90270925,5.48562825,10.56018875,11
16490,I,1.0125,0.65,0.25,8.618248,3.78465825,1.6159215,2.26796,7
16491,F,1.2625,1.15,0.3875,20.41164,7.654365,3.75630875,7.2291225,17
16492,M,1.075,0.8125,0.25,10.999606,4.2240755,2.4664065,2.551455,8
16493,F,1.7625,1.375,0.4625,49.25725625,21.72989175,11.2547515,13.60776,11
16494,M,1.45,1.1625,0.375,26.251637,11.94931425,4.77689075,7.1157245,8
16495,I,1.225,0.95,0.35,17.7184375,8.6465975,3.6570855,5.2446575,9
16496,F,1.4375,1.125,0.375,26.32251075,12.587178,5.59902625,7.2291225,8
16497,F,1.15,0.875,0.35,16.45688475,5.74077375,4.0539785,5.386405,14
16498,F,1.1875,0.8625,0.275,12.74310025,5.6982495,3.16096925,3.40194,8
16499,I,1.425,1.1125,0.3375,24.50814275,9.3269855,4.3941725,8.3631025,10
16500,M,1.1625,0.8875,0.2625,13.154168,5.62737575,3.2601925,4.252425,8
16501,I,1.15,0.8625,0.325,13.90542975,5.68407475,3.3168915,3.7137845,9
16502,M,1.375,1.125,0.375,20.25571775,8.618248,4.4508715,6.23689,11
16503,M,1.475,1.1625,0.4625,30.74503275,13.6361095,6.19436575,7.7961125,11
16504,F,1.175,0.9,0.3125,14.5999925,6.293589,2.90582375,4.9611625,15
16505,I,0.875,0.6625,0.225,5.37223025,2.05533875,1.45999925,1.5592225,6
16506,I,1.325,1.0625,0.325,19.220961,9.6671795,3.41611475,5.2446575,9
16507,M,1.4375,1.125,0.3375,23.7852305,10.035723,5.556502,6.7755305,9
16508,F,1.25,0.95,0.35,15.43630275,6.73300625,3.07592075,4.53592,8
16509,F,1.5125,1.1875,0.375,29.95124675,13.02659525,6.22271525,7.654365,9
16510,I,1.45,1.1,0.325,23.6151335,9.525432,4.55009475,7.7961125,15
16511,I,1.3,1.0125,0.3125,17.349894,7.24329725,4.01145425,5.6699,8
16512,M,1.45,1.15,0.3875,25.3728025,11.8217415,5.25883225,6.80388,9
16513,F,1.4375,1.15,0.4,26.54930675,12.23280925,4.422522,7.37087,9
16514,I,1.1375,0.9375,0.3375,14.69921575,6.6054335,3.515338,4.1106775,8
16515,M,1.6375,1.3,0.45,43.488133,19.0225145,10.7444605,12.757275,10
16516,I,0.9625,0.7,0.2375,7.81028725,3.69960975,1.7293195,2.05533875,6
16517,M,1.3875,1.0875,0.3625,23.79940525,11.12717875,5.5281525,6.463686,8
16518,M,1.675,1.2625,0.4625,40.80910525,17.8885345,8.4198015,10.3475675,10
16519,M,1.625,1.2875,0.375,34.06192425,15.37960375,8.60407325,8.9300925,11
16520,I,1.4125,1.125,0.4875,23.43086175,11.43902325,4.9044635,6.3786375,8
16521,I,1.4875,1.1625,0.3875,26.09571475,11.453198,6.90310325,7.2291225,9
16522,M,1.5125,1.1875,0.425,37.761534,15.18115725,7.55514175,10.942907,12
16523,M,1.525,1.2125,0.4,31.19862475,14.52911875,6.4920355,8.6465975,9
16524,M,1.3125,1,0.3375,19.97222275,7.78193775,4.2807745,6.0951425,12
16525,I,1.125,0.8875,0.3,14.5999925,8.34892775,2.70737725,3.96893,7
16526,F,1.225,1.0125,0.375,19.06503875,7.0590255,5.1312595,5.953395,10
16527,F,1.6,1.2875,0.4625,39.8877465,17.463292,9.36950975,11.90679,11
16528,F,1.375,1.075,0.3625,24.84833675,12.82814875,4.7910655,6.6621325,10
16529,I,1.0125,0.775,0.2625,8.43397625,4.2807745,1.80019325,2.494756,7
16530,F,1.6625,1.3625,0.45,49.45570275,16.5277585,9.25611175,19.23513575,14
16531,F,1.0375,0.8125,0.2875,10.73028575,4.12485225,2.50893075,3.2601925,8
16532,I,0.8125,0.625,0.2,4.72019175,2.19708625,0.9355335,1.5592225,9
16533,M,1.55,1.1875,0.3625,30.94347925,14.38737125,7.47009325,8.9300925,9
16534,F,1.3125,1.0125,0.35,20.41164,8.80251975,5.42892925,5.6699,10
16535,I,0.5125,0.375,0.1375,1.28990225,0.56699,0.18427175,0.3685435,5
16536,F,1.55,1.2,0.3875,30.107169,12.40290625,5.556502,8.9300925,19
16537,M,1.5875,1.2375,0.4625,36.10308825,15.77649675,8.4198015,10.0640725,14
16538,I,1.2,0.9375,0.35,17.633389,7.711064,4.025629,5.953395,10
16539,M,1.2625,0.9875,0.375,23.0481435,9.25611175,6.67630725,6.520385,15
16540,I,1.0625,0.8125,0.2375,9.99319875,4.8477645,1.757669,2.1262125,8
16541,F,1.6,1.3125,0.475,41.23434775,18.9091165,10.2341695,11.90679,11
16542,M,1.6125,1.25,0.4,35.7487195,17.81766075,7.087375,9.4970825,10
16543,F,1.5125,1.225,0.425,31.2694985,13.13999325,7.49844275,8.3631025,10
16544,F,1.4375,1.15,0.4625,30.03629525,9.96484925,5.5281525,9.08601475,24
16545,F,1.4125,1.1,0.4875,31.62386725,11.1413535,6.747181,10.6310625,12
16546,I,1.175,0.875,0.2875,13.8062065,5.4147545,2.8066005,3.33106625,7
16547,I,1.3125,0.975,0.2875,17.19397175,6.5487345,4.252425,5.0178615,14
16548,M,1.35,1.0875,0.325,20.8935815,9.8372765,4.876114,5.5281525,10
16549,I,1.1625,0.9375,0.3125,13.3526145,6.293589,3.3735905,3.96893,9
16550,F,1.55,1.2,0.425,33.46658475,14.84096325,7.6827145,9.28446125,10
16551,F,1.75,1.3875,0.475,58.8104655,21.6873675,9.015141,19.09338825,18
16552,F,1.525,1.2125,0.375,34.0477495,18.9091165,7.81028725,8.221355,12
16553,M,1.5,1.2375,0.4,31.18445,13.42348825,7.27164675,9.02931575,13
16554,F,0.8875,0.7,0.225,6.44951125,2.6932025,1.5025235,2.02698925,6
16555,F,1.7,1.3125,0.5625,48.6399745,15.46465225,9.05766525,16.44271,16
16556,M,1.4625,1.175,0.425,32.16250775,14.6566915,7.654365,10.0640725,9
16557,M,1.5875,1.2875,0.3875,36.55668025,16.7545545,7.75358825,10.0640725,17
16558,I,0.925,0.675,0.1875,6.066793,2.551455,1.417475,1.984465,6
16559,F,1.1625,0.8875,0.2875,13.33843975,6.2652395,3.175144,3.5436875,11
16560,F,1.5,1.1875,0.425,29.55435375,12.37455675,6.80388,8.788345,11
16561,I,0.9875,0.7375,0.25,8.06543275,3.6570855,1.7293195,2.9199985,7
16562,M,1.5,1.175,0.4375,29.9654215,10.61688775,6.16601625,10.0640725,11
16563,I,1.025,0.7625,0.225,9.63883,4.46504625,2.22543575,2.551455,6
16564,F,1.25,0.95,0.3125,17.463292,8.278054,3.2034935,5.2446575,12
16565,M,1.575,1.2125,0.5625,39.87357175,11.32562525,6.30776375,14.17475,17
16566,M,1.675,1.3,0.5,39.9444455,18.18620425,8.561549,11.3681495,11
16567,M,1.575,1.2625,0.4125,30.1922175,13.02659525,6.123492,8.9300925,12
16568,I,0.4625,0.3125,0.1,0.9355335,0.340194,0.226796,0.26932025,4
16569,I,1.5,1.1875,0.325,25.64212275,11.69416875,5.556502,7.5126175,8
16570,F,1.6375,1.25,0.55,38.5269705,18.200379,9.22776225,11.4815475,10
16571,I,1.325,1.025,0.325,17.95940825,8.60407325,3.95475525,5.159609,9
16572,M,1.575,1.2,0.4,30.900955,14.0330025,7.3992195,8.6465975,9
16573,F,1.4,1.1,0.3625,26.365035,10.149121,5.82582225,7.5126175,11
16574,M,1.65,1.25,0.475,38.11590275,17.0097,8.901743,11.056305,12
16575,F,1.675,1.3125,0.4375,36.78347625,17.6050395,8.71747125,10.489315,9
16576,F,1.1875,0.9125,0.2875,14.004653,5.57067675,2.721552,4.3941725,9
16577,F,1.5,1.25,0.4125,34.8415355,14.52911875,8.164656,9.4970825,9
16578,I,1.25,0.9875,0.35,15.365429,6.0951425,3.288542,4.819415,9
16579,F,1.6,1.2125,0.4,34.699788,16.4143605,6.90310325,8.9300925,9
16580,I,1.4375,1.1125,0.3625,22.1976585,9.28446125,4.479221,6.9456275,9
16581,I,1.25,1.0125,0.3625,18.75319425,7.32834575,4.2807745,5.556502,8
16582,M,1.5125,1.1875,0.475,36.570855,16.8112535,7.8528115,9.979024,12
16583,I,1.2125,0.9375,0.2625,14.92601175,7.0590255,2.84912475,4.195726,8
16584,M,1.675,1.3125,0.475,38.20095125,12.984071,8.901743,13.60776,16
16585,F,1.175,0.9,0.3125,18.69649525,5.443104,3.95475525,4.8477645,9
16586,M,1.4375,1.15,0.4125,29.823674,12.757275,5.5848515,9.4970825,10
16587,F,1.45,1.125,0.3875,31.638042,12.133586,6.56290925,11.90679,14
16588,I,0.9375,0.725,0.25,6.30776375,2.28213475,1.4458245,2.1262125,6
16589,I,0.4375,0.325,0.1375,0.89300925,0.29766975,0.18427175,0.35436875,4
16590,I,1,0.775,0.2125,10.19164525,4.252425,2.33883375,3.2601925,6
